code,description,season_start,season_end,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,metered,restrict_typ,permit_no
PP1840,Stat. int. CÔTÉ GAUCHE stat. 10 min CÔTÉ DROIT (recto / verso),,,,,,0,,,,,,,,,,,,
PP1365,Stat. int. 23h - 6h 1er DÉC AU 1er AVRIL (fl.dr.),12-01,04-01,,23,,7,,,,,,,,,,,,
PP2791,Stat. int. EN AUTRE TEMPS (fl. ga.) EXCEPTÉ PERMIS ZONE 9 (rouge),,,,,,,,,,,,,,1,,,permit,9
PP1335,Stat. int. 8h - 16h LUN À VEN 15 NOV AU 15 AVRIL (fl. dr.),11-15,04-15,,,,,,,,,,,,,,,,
PA7373,Arrêt int. ARRÊT D'AUTOBUS 11h - 19h LUN À VEN (fl. dou.) RTC,,,,11,19,8,1,1,1,1,1,,,,,,bus,
PP1615,Stat. int. 7h30 - 8h LUN À VEN 1er AVRIL AU 15 NOV (fl. dr.),04-01,11-15,,7.5,8,0.5,1,1,1,1,1,,,,,,,
PP1362,Stat. int. 22h - 6h 1er MAI AU 1er OCT (fl. dr.),05-01,10-01,,22,6,8,,,,,,,,1,,,,
PS4511,Stat. 60 min 8h - 18h MAR-JEU EXCEPTÉ VÉH. ZONE A3-3 (fl. ga.) (vert),,,60,8,18,10,,1,,1,,,,,,,permit,A3-3
PP2005,Stat. int. 8h - 17h LUN-MER-VEN (fl. dr.),,,,8,17,9,1,,1,,1,,,,,,,
PP1513,Régl. fédérale Stat. int. PAR ORDRE DU SURINTENDANT FÉDÉRALE (fl. dou.),,,,,,,,,,,,,,1,,,,
PS2283,Stat. 120 min 6h - 21h (fl. dou.),,,120,6,21,15,,,,,,,,1,,,,
PS2041,Stat. 60 min 11h - 17h LUN À VEN (fl. ga.),,,60,11,17,6,1,1,1,1,1,,,,,,,
PS2912,Stat. 120 min 8h - 20h LUN-MER-VEN (fl. dr.),,,120,8,20,12,1,,1,,1,,,,,,,
PP2783,Stat. int. (fl. dou.) EXCEPTÉ PERMIS ZONE T-1 (blanc),,,,,,,,,,,,,,1,,,permit,T-1
PS4113,Stat. 120 min 8h - 16h LUN-MER-VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. dou.) (vert),,,120,8,16,8,1,,1,,1,,,,,,permit,A3-3
PP1264,Stat. int. 7h30 - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. ga.),,,,7.5,16,8.5,1,1,1,1,1,,,,school,,,
PS2425,Stat. 90 min 9h - 16h LUN À VEN (fl. dro.),,,90,9,16,7,1,1,1,1,1,,,,,,,
PS7901,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-19 (rouge),,,,,,,,,,,,,,1,,,permit,A3-19
PS1593,"Stat. 30 min 9h30 - 12h, 13h30 - 16h LUN À VEN (fl. dou.)",,,30,9.5,12,2.5,1,1,1,1,1,,,,,,,
PS1593,"Stat. 30 min 9h30 - 12h, 13h30 - 16h LUN À VEN (fl. dou.)",,,30,13.5,16,2.5,1,1,1,1,1,,,,,,,
PP2563,Stat. int. (fl. dou.) EXCEPTÉ PERMIS ZONE 8  (brun),,,,,,,,,,,,,,1,,,permit,8
PP1781,Stat. int. DANS CETE RUE 23h - 6h30 LORSQUE LE FEU CLIGNOTE...,,,,23,,7.5,,,,,,,,1,,,,
PD1662,Stat. int. DÉBARCADÈRE 8h - 21h (fl. dr.),,,,8,21,13,,,,,,,,1,,,dropoff,
PS4013,Stat. 120 min 8h - 16h MAR-JEU EXCEPTÉ VÉH. ZONE A3-3 (fl. dou.) (vert),,,120,8,16,8,,1,,1,,,,,,,permit,A3-3
PS1563,Stat. 30 min 9h - 17h LUN À VEN (fl. dou.),,,30,9,17,8,1,1,1,1,1,,,,,,,
PP1612,Stat. int. EXCEPTÉ BUS 60 min (fl. dr.),,,60,,,,,,,,,,,1,,,bus,
PS1093,"Stat. 30 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.)",,,30,9,12,3,1,1,1,1,1,,,,,,,
PS1093,"Stat. 30 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.)",,,30,13.5,17,3.5,1,1,1,1,1,,,,,,,
PP2477,Stat. int. 1er  MAI AU 31 OCT (fl. ga.),05-01,10-31,,,,,,,,,,,,1,,,,
PS2053,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 22 (orange)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,22
PS2053,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 22 (orange)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,22
PS2913,Stat. 120 min 8h - 20h LUN-MER-VEN (fl. dou.),,,120,8,20,12,1,,1,,1,,,,,,,
PS2592,Stat. 60 min 9h - 17h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 24 (brun),,,60,9,17,8,1,1,1,1,1,,,,,,permit,24
PP1301,Stat. int. 7h30 - 9h LUN À VEN (fl. ga.),,,,7.5,9,1.5,1,1,1,1,1,,,,,,,
PS2663,Stat. 60 min 9h - 21h (fl. dou.) EXCEPTÉ PERMIS ZONE 25 (violet),,,60,9,21,12,,,,,,,,1,,,permit,25
PP1142,Stat. int. POSTE EN COMMUN TAXIS (fl. dr.),,,,,,,,,,,,,,1,,,taxi,
PS2963,Stat. 120 min 8h - 20h MAR-JEU (fl. dou.),,,120,8,20,12,,1,,1,,,,,,,,
PS7400,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-4 (brun),,,,,,,,,,,,,,1,,,permit,A3-4
PP1268,Stat. int. 20h - 8h 1er DÉC AU 1er AVRIL (fl.dr.),12-01,04-01,,20,,12,,,,,,,,1,,,,
PP1126,Stat. int. 8h - 20h LUN-MER-VEN (fl. dou.),,,,8,20,12,1,,1,,1,,,,,,,
PP2009,Stat. int. 8h - 17h MAR-JEU (fl. dou.),,,,8,17,9,,1,,1,,,,,,,,
PP0912,Stat. int. SUR 5 MÈTRES (fl.dr.),,,,,,,,,,,,,,1,,,distance_5m,
PS2751,Stat. 60 min 9h - 17h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 13 (vert),,,60,9,17,8,1,1,1,1,1,,,,,,permit,13
PA7041,Arrêt int. ARRÊT D'AUTOBUS 5h - 19h LUN À VEN (fl. ga.) RTC,,,,5,19,14,1,1,1,1,1,,,,,,bus,
PP1125,Stat. int. 8h - 20h LUN-MER-VEN (fl. dr.),,,,8,20,12,1,,1,,1,,,,,,,
PS4011,Stat. 120 min 8h - 16h MAR-JEU EXCEPTÉ VÉH. ZONE A3-3 (fl. ga.) (vert),,,120,8,16,8,,1,,1,,,,,,,permit,A3-3
PS2715,Stat. 60 min 9h - 19h LUN À VEN (fl. dr.),,,60,9,19,10,1,1,1,1,1,,,,,,,
PP1131,Stat. int. 8h - 9h LUN À VEN (fl. ga.),,,,8,9,1,1,1,1,1,1,,,,,,,
PP1446,Stat. int. 7h30 - 16h30 LUN À VEN (fl. dou.),,,,7.5,16.5,9,1,1,1,1,1,,,,,,,
PD1283,Stat. int. DÉBARCADÈRE 8h - 16h LUN À VEN (fl. dou.),,,,8,16,8,1,1,1,1,1,,,,,,dropoff,
PS4512,Stat. 60 min 8h - 18h MAR-JEU EXCEPTÉ VÉH. ZONE A3-3 (fl. dr.) (vert),,,60,8,18,10,,1,,1,,,,,,,permit,A3-3
PS8004,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE 32 (orange),,,,,,,,,,,,,,1,,,permit,32
PS1033,Stat. 10 min 8h - 18h LUN À VEN (fl. dou.),,,10,8,18,10,1,1,1,1,1,,,,,,,
PS2141,Stat. 15 min 9h - 17h LUN À VEN (fl. ga.),,,15,9,17,8,1,1,1,1,1,,,,,,,
PP1424,Stat. int. 7h - 17h LUN À VEN (fl. ga. ),,,,7,17,10,1,1,1,1,1,,,,,,,
PP2872,Stat. int. (fl. dr.) EXCEPTÉ PERMIS ZONE 11 (brun),,,,,,,,,,,,,,1,,,permit,11
PS1312,Stat. 60 min 9h - 17h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 2 (orange),,,60,9,17,8,1,1,1,1,1,,,,,,permit,2
PS4312,Stat. 120 min 8h - 18h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. dr.) (vert),,,120,8,18,10,1,1,1,1,1,,,,,,permit,A3-3
PP1336,Stat. int. 8h - 16h LUN À VEN 15 NOV AU 15 AVRIL (fl. dou.),11-15,04-15,,8,16,8,1,1,1,1,1,,,,,,,
PP1345,Stat. int. 8h - 16h LUN-JEU (fl. dr.),,,,8,16,8,1,,,1,,,,,,,,
PP2042,Stat. int. POSTE EN COMMUN TAXIS 22h - 5h (fl. dr.),,,,22,,7,,,,,,,,1,,,taxi,
PD1611,Stat. int. DÉBARCADÈRE 9h - 16h LUN À SAM (fl. ga.),,,,9,16,7,1,1,1,1,1,1,,,,,dropoff,
PP2414,Stat. int. 0h - 6h 15 NOV AU 31 MARS (fl. ga.),11-15,03-31,,0,6,6,,,,,,,,1,,,,
PS2581,Stat. 60 min 9h - 21h (fl. ga.) EXCEPTÉ PERMIS ZONE 24 (brun),,,60,9,21,12,,,,,,,,1,,,permit,24
PP2412,"Stat. int. minuit-6h,mar-jeu (fl. dr.)",,,,0,6,6,,1,,1,,,,,,,,
PP2323,Stat. int. excepté pour personnes atteintes de déficience physique 3h (fl. dou.),,,,,,,,,,,,,,1,,,handicap,
PP1028,Stat. Int. 6h-18h Lun Ven 1 sept-20 Juin (fl. droite),09-01,06-20,,6,18,12,1,,,,1,,,,,,,
PP3306,Stat. int. 8h - 18h MAR-JEU 15 NOV AU 31 MARS (fl. dou.),11-15,03-31,,8,18,10,,1,,1,,,,,,,,
PP2912,Stat. int. aux camions 22h - 7h (fl. dr.),,,,22,,9,,,,,,,,,,,truck,
PP2393,Stat. int. 15 NOV AU 31 MARS ESPACE RÉSERVÉ - ENTREPOSAGE DE LA NEIGE (fl. dou.),11-15,03-31,,,,0,,,,,,,,,,,snow,
PP1143,Stat. int. POSTE EN COMMUN TAXIS (fl. dou.),,,,,,,,,,,,,,1,,,taxi,
PS7903,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-31 (rouge),,,,,,,,,,,,,,1,,,permit,A3-31
PS1713,Régl. fédérale STATIONNEMENT 60 min PARKING 8h - 16h LUN À VEN / MON TO FRI (fl. dou.),,,60,8,16,8,1,1,1,1,1,,,,,,,
PD1181,Stat. int. DÉBARCADÈRE 10 min (fl. ga.),,,10,,,,,,,,,,,,,,dropoff,
PS2616,Stat. 60 min 8h - 17h LUN À VEN (fl. dou.),,,60,8,17,9,1,1,1,1,1,,,,,,,
PS2536,Stat. 90 min 8h - 18h (fl. dou.),,,90,8,18,10,,,,,,,,1,,,,
PA1321,Arrêt int. ARRÊT D'AUTOBUS 6h - 9h 15h - 18h LUN À VEN (fl. ga.) RTC,,,,6,9,3,1,1,1,1,1,,,,,,bus,
PA1321,Arrêt int. ARRÊT D'AUTOBUS 6h - 9h 15h - 18h LUN À VEN (fl. ga.) RTC,,,,15,18,3,1,1,1,1,1,,,,,,bus,
PS1723,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.)",,,60,9,12,3,1,1,1,1,1,,,,,,,
PS1723,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,,
PS2573,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 31 (bleu)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,31
PS2573,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 31 (bleu)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,31
PS2515,Stat. 60 min 8h - 18h LUN À VEN (fl. dr.),,,60,8,18,10,1,1,1,1,1,,,,,,,
PP1105,Stat. int. 8h - 18h MAR-JEU (fl. dr.),,,,8,18,10,,1,,1,,,,,,,,
PS1031,Stat. 10 min 8h - 18h LUN À VEN (fl. ga.),,,10,8,18,10,1,1,1,1,1,,,,,,,
PA7293,Arrêt int. EXCEPTÉ TAXIS (fl. dou.),,,,,,,,,,,,,,1,,,taxi,
PP1107,Stat. int. 0h - 6h MAR-JEU 15 NOV AU 31 MARS (fl. ga.),11-15,03-31,,0,6,6,,,,,,,,1,,,,
PS7701,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-17 (orange),,,,,,,,,,,,,,1,,,permit,A3-17
PS3161,Stat. 120 min 8h - 18h LUN À VEN (fl. ga.),,,120,8,18,10,1,1,1,1,1,,,,,,,
PD1595,Stat. int. DÉBARCADÈRE EN AUTRE TEMPS (fl. dr.),,,,,,,,,,,,,,1,,,dropoff,
PP2279,Stat. int. 15 NOV AU 31 MARS (fl. dou.),11-15,03-31,,,,,,,,,,,,1,,,,
PS2767,Stat. 10 MIN 8h - 18h MAR √† SAM (fl. ga.),,,10,8,18,10,,1,1,1,1,1,,,,,,
PS2716,Stat. 60 min 9h - 19h LUN À VEN (fl. dou.),,,60,9,19,10,1,1,1,1,1,,,,,,,
PS3112,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. dr.) (vert)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,A3-3
PS3112,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. dr.) (vert)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,A3-3
PS2433,Stat. 90 min 9h - 15h LUN À VEN (fl. dou.),,,90,9,15,6,1,1,1,1,1,,,,,,,
PP1340,Stat. int. 8h-18h l-v,,,,8,18,10,1,1,1,1,1,,,,,,,
PD1193,Stat. int. DÉBARCADÈRE 30 min (fl. dou.),,,30,,,,,,,,,,,1,,,dropoff,
PP1712,Stat. int. 7h30 - 17h MAR-JEU (fl. dr.),,,,7.5,17,9.5,,1,,1,,,,,,,,
PS1158,Stat. 21h - 8h (fl. dr.),,,,21,,11,,,,,,,,1,,,,
PS2653,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 5 (violet)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,5
PS2653,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 5 (violet)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,5
PP1703,Stat. int. 6h - 22h (fl. dou.),,,,6,22,16,,,,,,,,1,,,,
PS1253,"Stat. 60 min 9h - 12h, 13h30 - 16h LUN À VEN (fl. dou.)",,,60,9,12,3,1,1,1,1,1,,,,,,,
PS1253,"Stat. 60 min 9h - 12h, 13h30 - 16h LUN À VEN (fl. dou.)",,,60,13.5,16,2.5,1,1,1,1,1,,,,,,,
PP2111,Stat. int. 8h - 16h LUN À VEN EXCEPTÉ BUS PÉRIODE SCOLAIRE (fl. ga.),,,,8,16,8,1,1,1,1,1,,,,school,,bus,
PP1226,Stat. int. 8h - 20h MAR-JEU (fl. dou.),,,,8,20,12,,1,,1,,,,,,,,
PS2281,Stat. 120 min 6h - 21h (fl. dou.),,,120,6,21,15,,,,,,,,1,,,,
PP1611,Stat. int. EXCEPTÉ BUS 60 min (fl. ga.),,,60,,,,,,,,,,,,,,bus,
PP2309,Stat. int. LUN-MER-VEN-DIM 15 NOV AU 15 AVRIL (fl. dou.),11-15,04-15,,,,,1,,1,,1,,1,,,,,
PP1701,Stat. int. 6h - 22h (fl.ga.),,,,6,22,16,,,,,,,,1,,,,
PS2864,Stat. 20 min 7h - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. ga.),,,20,7,16,9,1,1,1,1,1,,,,school,,,
PP1204,"Stat. Int.,jours de classe (fl. ga.)",,,,,,,,,,,,,,1,school,,,
PP1168,Stat. int. 8h - 17h 1er SEP AU 1er JUILL (fl. dr.) (Ville Ancienne-Lorette),09-01,07-01,,8,17,9,,,,,,,,1,,,,
PS1773,Stat. 30 min 8h - 18h LUN À VEN (fl. dou.),,,30,8,18,10,1,1,1,1,1,,,,,,,
PP1933,"Stat. int. 9h30 - 10h, 14h - 14h30 MAR-JEU (fl. dou.)",,,,9.5,10,0.5,,1,,1,,,,,,,,
PP1933,"Stat. int. 9h30 - 10h, 14h - 14h30 MAR-JEU (fl. dou.)",,,,14,14.5,0.5,,1,,1,,,,,,,,
PP1808,Stat. int. 9h - 17h LUN À VEN (fl. dr.),,,,9,17,8,1,1,1,1,1,,,,,,,
PP2028,Stat. int. 8h - 20h LUN-MER-VEN-DIM (fl. dr.),,,,8,20,12,1,,1,,1,,1,,,,,
PS3264,Stat. 120 min 8h - 16h LUN À VEN 1ER AVRIL AU 14 NOV. (fl. ga.),04-01,11-14,120,8,16,8,1,1,1,1,1,,,,,,,
PA7216,Arrêt int. 7h - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. dou.),,,,7,16,9,1,1,1,1,1,,,,school,,,
PS1256,"Stat. 60 min 8h - 12h, 13h30 - 18h LUN À VEN (fl. dou.)",,,60,8,12,4,1,1,1,1,1,,,,,,,
PS1256,"Stat. 60 min 8h - 12h, 13h30 - 18h LUN À VEN (fl. dou.)",,,60,13.5,18,4.5,1,1,1,1,1,,,,,,,
PP2782,Stat. int. (fl. dr.) EXCEPTÉ PERMIS ZONE T-1 (blanc),,,,,,,,,,,,,1,,,,permit,T-1
PS1651,"Stat. 90 min 9h30 - 12h, 13h30 - 17h LUN À VEN (fl. ga.)",,,90,9.5,12,2.5,1,1,1,1,1,,,,,,,
PS1651,"Stat. 90 min 9h30 - 12h, 13h30 - 17h LUN À VEN (fl. ga.)",,,90,13.5,17,3.5,1,1,1,1,1,,,,,,,
PP2792,Stat. int. EN AUTRE TEMPS (fl. dr.) EXCEPTÉ PERMIS ZONE 9 (rouge),,,,,,,,,,,,,,1,,,permit,9
PS2163,Stat. 20 min 8h - 22h (fl. dou.),,,20,8,22,14,,,,,,,,1,,,,
PP1732,Stat. int. excepté pour personnes atteintes de déficience physique (fl. dr.),,,,,,,,,,,,,,1,,,handicap,
PP2123,Stat. int. 22h - 8h (fl. dou.),,,,22,,10,,,,,,,,1,,,,
PP1014,Stat. int. 16h - 18h LUN À VEN (fl. ga.),,,,16,18,2,1,1,1,1,1,,,,,,,
PP2408,Stat. int. 9h - 19h LUN À VEN (fl. dr.),,,,9,19,10,1,1,1,1,1,,,,,,,
PP2160,Régl. fédérale Stat. int. 21h - 6h EXCEPTÉ PERMIS ZONE 9 (recto / verso) (rouge),,,,21,,9,,,,,,,,1,,,permit,9
PS2516,Stat. 60 min 8h - 18h LUN À VEN (fl. dou.),,,60,8,18,10,1,1,1,1,1,,,,,,,
PP2629,"Stat. int. 7h - 9h, 15h - 17h LUN À VEN PÉRIODE SCOLAIRE (fl. dou.)",,,,7,9,2,1,1,1,1,1,,,,school,,,
PP2629,"Stat. int. 7h - 9h, 15h - 17h LUN À VEN PÉRIODE SCOLAIRE (fl. dou.)",,,,15,17,2,1,1,1,1,1,,,,school,,,
PS1711,Régl. fédérale STATIONNEMENT 60 min PARKING 8h - 16h LUN À VEN / MON TO FRI (fl. ga),,,60,8,16,8,1,1,1,1,1,,,,,,,
PS2492,Stat. 90 min 9h - 15h LUN À VEN (fl. dr.) EXCEPTÉ PERMIS ZONE 7 (jaune),,,90,9,15,6,1,1,1,1,1,,,,,,permit,7
PS2743,Stat. 30 min 9h - 19h LUN À VEN (fl. dou.) EXCEPTÉ PERMIS ZONE 2 (orange),,,30,9,19,10,1,1,1,1,1,,,,,,permit,2
PA1292,Arrêt int. ARRÊT D'AUTOBUS LUN À VEN (fl. dr.) RTC,,,,,,,,,,,,,,1,,,bus,
PS1976,Stat. 30 min 8h - 20h LUN-MER-VEN (fl. dou.),,,30,8,20,12,1,,1,,1,,,,,,,
PS2914,Stat. 120 min 8h - 18h LUN-MER-VEN (fl. ga.),,,120,8,18,10,1,,1,,1,,,,,,,
PP1537,Stat. int. 8h - 19h LUN À VEN (fl. ga.),,,,8,19,11,1,1,1,1,1,,,,,,,
PS1454,Stat. 10 min 8h - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. ga.),,,10,8,16,8,1,1,1,1,1,,,,school,,,
PP1923,Stat. int. LUN-MER-VEN-DIM (fl. dou.),,,,,,,1,,1,,1,,1,,,,,
PD1461,Stat. int. autobus excepté déb. (fl. ga.),,,,,,,,,,,,,,1,,,bus,
PP1862,Stat. int. excepté pour personnes atteintes de déficience physique 9h - 17h LUN À VEN (fl. dr.),,,,9,17,8,1,1,1,1,1,,,,,,handicap,
PS2524,Stat. 60 min 8h - 20h LUN-MER-VEN (fl. ga.),,,60,8,20,12,1,,1,,1,,,,,,,
PP2016,"Stat. int. 7h30 - 11h30, 13h30 - 15h30 LUN À VEN (fl. dou.)",,,,7.5,11.5,4,1,1,1,1,1,,,,,,,
PP2016,"Stat. int. 7h30 - 11h30, 13h30 - 15h30 LUN À VEN (fl. dou.)",,,,13.5,15.5,2,1,1,1,1,1,,,,,,,
PS1073,Stat. 10 min 8h - 22h (fl. dou.),,,10,8,22,14,,,,,,,,1,,,,
PP2543,Stat. int. (fl. dou.) EXCEPTÉ PERMIS ZONE 7 (jaune),,,,,,,,,,,,,,1,,,permit,7
PS1162,Stat. 10 min 9h - 17h LUN À SAM (fl. dr.),,,10,9,17,8,1,1,1,1,1,1,,,,,,
PS2519,Stat. 60 min 8h - 16h LUN À VEN (fl. dou.),,,60,8,16,8,1,1,1,1,1,,,,,,,
PP1835,Stat. int. 7h - 18h (fl. dr.),,,,7,18,11,,,,,,,,1,,,,
PS1291,Stat. 60 min 9h - 17h LUN À VEN (fl. ga.) EXCEPTÉ PERMIS ZONE 1 (bleu),,,60,9,17,8,1,1,1,1,1,,,,,,permit,1
PS2442,Stat. 20 min (fl. dr.),,,20,,,,,,,,,,,1,,,,
PD1302,Stat. int. DÉBARCADÈRE 8h - 16h LUN À SAM (fl. dr.),,,,8,16,8,1,1,1,1,1,1,,,,,dropoff,
PD1592,Stat. int. DÉBARCADÈRE - INTERDIT AUX AUTOBUS ET CAMIONS (fl. dr.),,,,,,,,,,,,,,1,,,dropoff,
PP3604,Stat. int. LUN-MER-VEN-DIM 15 NOV AU 31 MARS (fl. ga.),11-15,03-31,,,,,1,,1,,1,,1,,,,,
PS4411,Stat. 60 min 8h - 18h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. ga.) (vert),,,60,8,18,10,1,1,1,1,1,,,,,,permit,A3-3
PS4212,Stat. 120 min 8h - 16h LUN À VEN EXCEPTÉ VÉH. ZONE A3-3 (fl. dr.) (vert),,,120,8,16,8,1,1,1,1,1,,,,,,permit,A3-3
PP3008,Stat. int. 8h - 16h LUN À VEN 15 NOV AU 31 MARS (fl. dr.),11-15,03-31,,8,16,8,1,1,1,1,1,,,,,,,
PS7104,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE 21 (bleu),,,,,,,,,,,,,,1,,,permit,21
PS1621,Stat. 15 min  INTERDIT AUX TAXIS (fl. ga.),,,15,,,0,,,,,,,,1,,,,
PP1911,"Stat. int. 10h30 - 11h, 14h30 - 15h LUN À VEN (fl. ga.)",,,,10.5,11,0.5,1,1,1,1,1,,,,,,,
PP1911,"Stat. int. 10h30 - 11h, 14h30 - 15h LUN À VEN (fl. ga.)",,,,14.5,15,0.5,1,1,1,1,1,,,,,,,
PS8001,Panonceau EXCEPTÉ VÉHICULES MUNIS D'UN PERMIS DE STATIONNEMENT ZONE A3-11,,,,,,,,,,,,,,1,,,permit,A3-11
PS1684,Stat. 30 min 8h - 20h MAR-JEU (fl.ga.),,,30,8,20,12,,1,,1,,,,,,,,
PP2411,"Stat. int. minuit-6h,mar-jeu (fl. ga.)",,,,0,6,6,,1,,1,,,,,,,,
PD1571,Stat. int. DÉBARCADÈRE ET bus - valises 10 min (fl. ga.),,,10,,,,,,,,,,,1,,,dropoff,
PA2073,Arrêt int. 7h30 - 16h LUN À VEN PÉRIODE SCOLAIRE (fl. dou.),,,,7.5,16,8.5,1,1,1,1,1,,,,school,,,
PS1641,Stat. 60 min (fl. ga.),,,60,,,,,,,,,,,1,,,,
PS1022,Stat. 10 min EN AUTRE TEMPS (fl. dr.),,,10,,,,,,,,,,,1,,,,
PP2801,Stat. int. aux camions (fl. ga.),,,,,,,,,,,,,,1,,,truck,
PP2651,Stat. int. (fl. ga.) EXCEPTÉ PERMIS ZONE 12 (orange),,,,,,,,,,,,,,1,,,permit,12
PP1082,Stat. int. EXCEPTÉ véhicules d'urgence (fl. dr.),,,,,,,,,,,,,,1,,,emergency,
PP2704,Stat. int. 13h - 16h LUN À VEN (fl. ga.),,,,13,16,3,1,1,1,1,1,,,,,,,
PP1385,Stat. int. 0h - 8h MARDI (fl. droite),,,,0,8,8,,1,,,,,,,,,,
PA1962,Arrêt int. 6h - 18h LUN À VEN  (fl. dr.),,,,6,18,12,1,1,1,1,1,,,,,,,
PA1211,Arrêt int. 7h - 17h30 LUN À VEN (fl. ga.),,,,7,17.5,10.5,1,1,1,1,1,,,,,,,
PP2277,Stat. int. 15 NOV AU 31 MARS (fl. ga.),11-15,03-31,,,,,,,,,,,,1,,,,
PP1936,Stat. int. LUN À VEN (fl. dou.),,,,,,,1,1,1,1,1,,,,,,,
PP1695,Stat. int. AUX AUTOBUS ET MINIBUS (fl. dr.),,,,,,,,,,,,,,1,,,bus,
PP1828,Stat. int. 0h - 6h 15 NOV AU 31 MARS (fl. dr.),11-15,03-31,,0,6,6,,,,,,,,1,,,,
PS3019,Stat. 120 min 8h - 18h MAR-JEU EXCEPTÉ VÉH. ZONE A3-2 (fl. dou.) (orange),,,120,8,18,10,,1,,1,,,,,,,permit,A3-2
PP2274,Stat. int. 15 NOV AU 15 AVRIL (fl. ga.),11-15,04-15,,,,,,,,,,,,1,,,,
PP3202,Stat. int  LUN À VEN 15 NOV AU 31 MARS (fl. dr.),11-15,03-31,,,,,1,1,1,1,1,,,,,,,
PS1983,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5B (fl. dou.) (violet)",,,60,9,12,3,1,1,1,1,1,,,,,,permit,5B
PS1983,"Stat. 60 min 9h - 12h, 13h30 - 17h LUN À VEN EXCEPTÉ VÉH. ZONE 5B (fl. dou.) (violet)",,,60,13.5,17,3.5,1,1,1,1,1,,,,,,permit,5B
PP1761,Stat. int. autobus seulement (fl. ga.),,,,,,,,,,,,,,1,,,bus,
PP1581,Stat. int. EXCEPTÉ VÉHICULES OFFICIELS (fl. ga.),,,,,,,,,,,,,,1,,,authorized,
PP1334,Stat. int. 8h - 16h LUN À VEN 15 NOV AU 15 AVRIL (fl. ga.),11-15,04-15,,8,16,8,1,1,1,1,1,,,,,,,
PP2712,"Stat. int. 7h - 9h, 16h - 18h LUN À VEN (fl. dr.)",,,,7,9,2,1,1,1,1,1,,,,,,,
PP2712,"Stat. int. 7h - 9h, 16h - 18h LUN À VEN (fl. dr.)",,,,16,18,2,1,1,1,1,1,,,,,,,
PD1591,Stat. int. DÉBARCADÈRE - INTERDIT AUX AUTOBUS ET CAMIONS (fl. ga.),,,,,,,,,,,,,,1,,,dropoff,
